ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP02703,CUST66983,2024-08-10,Activation,Web,The plan offers great value for money.,Positive,0.93
COMP02704,CUST47276,2025-03-10,Portability,App,Customer service never responds properly.,Negative,-0.66
COMP02705,CUST72414,2024-04-18,Network,App,Internet speed is very good and stable.,Positive,0.83
COMP02706,CUST35540,2024-12-21,Customer Service,Call,Internet speed is acceptable.,Neutral,0.04
COMP02707,CUST88721,2024-01-21,Speed,Web,Internet speed is extremely slow.,Negative,-0.55
COMP02708,CUST96700,2025-09-17,Portability,App,Service is neither good nor bad.,Neutral,-0.12
COMP02709,CUST70876,2025-09-15,Portability,Twitter,I am being charged incorrectly every month.,Negative,-0.35
COMP02710,CUST11116,2024-03-08,Coverage,Twitter,The network quality has improved a lot recently.,Positive,0.79
COMP02711,CUST33502,2024-11-16,Speed,Call,Customer service never responds properly.,Negative,-0.89
COMP02712,CUST73668,2024-01-08,Network,Twitter,Customer support was average.,Neutral,-0.17
COMP02713,CUST49791,2024-03-28,Speed,Call,Activation was smooth and hassle free.,Positive,0.82
COMP02714,CUST95912,2024-10-01,Portability,Web,Plan is okay compared to others.,Neutral,-0.05
COMP02715,CUST27904,2024-06-18,Plans,Twitter,"Billing is okay, nothing special.",Neutral,0.16
COMP02716,CUST80585,2024-10-14,Billing,Twitter,eSIM activation failed multiple times.,Negative,-0.98
COMP02717,CUST87932,2024-05-21,Portability,Web,The plan offers great value for money.,Positive,0.81
COMP02718,CUST64731,2025-06-12,Billing,App,Customer service never responds properly.,Negative,-0.96
COMP02719,CUST96904,2025-04-11,Customer Service,Web,Activation took some time.,Neutral,-0.05
COMP02720,CUST68997,2024-08-23,Speed,Web,Customer service never responds properly.,Negative,-0.87
COMP02721,CUST63920,2024-07-07,Billing,Email,Internet speed is very good and stable.,Positive,0.4
COMP02722,CUST46126,2025-08-15,Customer Service,Call,The plan is too expensive for the service provided.,Negative,-0.54
COMP02723,CUST55376,2024-07-13,Billing,Call,The plan is too expensive for the service provided.,Negative,-0.93
COMP02724,CUST72710,2025-06-10,Network,Call,Network is very poor in my area.,Negative,-0.86
COMP02725,CUST86985,2024-12-31,Billing,Email,Billing was clear and transparent this month.,Positive,0.96
COMP02726,CUST73629,2025-02-17,Network,Email,Internet speed is very good and stable.,Positive,0.6
COMP02727,CUST93595,2024-03-27,Network,Email,Customer service never responds properly.,Negative,-0.68
COMP02728,CUST55032,2024-10-15,Network,Email,Network is very poor in my area.,Negative,-0.82
COMP02729,CUST22714,2024-07-22,Portability,Email,"Billing is okay, nothing special.",Neutral,0.07
COMP02730,CUST39039,2025-02-15,Portability,Twitter,Plan is okay compared to others.,Neutral,0.02
COMP02731,CUST41683,2024-04-19,Customer Service,Web,Plan is okay compared to others.,Neutral,-0.13
COMP02732,CUST90688,2024-06-16,Coverage,Web,The plan is too expensive for the service provided.,Negative,-0.99
COMP02733,CUST98696,2024-03-16,Activation,Web,The plan offers great value for money.,Positive,0.38
COMP02734,CUST68902,2025-03-14,Speed,Email,eSIM activation failed multiple times.,Negative,-0.55
COMP02735,CUST97764,2025-02-05,Customer Service,Twitter,Internet speed is very good and stable.,Positive,0.37
COMP02736,CUST66919,2025-07-21,Coverage,Call,Network is very poor in my area.,Negative,-0.36
COMP02737,CUST23776,2024-04-10,Activation,App,Internet speed is very good and stable.,Positive,0.89
COMP02738,CUST22075,2024-08-26,Customer Service,Call,I am being charged incorrectly every month.,Negative,-0.41
COMP02739,CUST16527,2025-09-12,Portability,Twitter,Customer service never responds properly.,Negative,-0.41
COMP02740,CUST44580,2025-06-19,Billing,Call,Network is very poor in my area.,Negative,-0.46
COMP02741,CUST21809,2025-09-05,Portability,Call,Service is neither good nor bad.,Neutral,0.04
COMP02742,CUST93917,2024-12-09,Activation,Twitter,Internet speed is extremely slow.,Negative,-0.35
COMP02743,CUST97254,2025-07-25,Plans,App,Customer support resolved my issue quickly.,Positive,0.88
COMP02744,CUST39267,2025-05-10,Billing,Twitter,Network works fine but could be better.,Neutral,-0.08
COMP02745,CUST82524,2024-05-13,Portability,App,"Billing is okay, nothing special.",Neutral,0.02
COMP02746,CUST37782,2025-05-20,Speed,Twitter,Internet speed is very good and stable.,Positive,0.76
COMP02747,CUST15161,2025-05-10,Plans,Email,Internet speed is very good and stable.,Positive,0.9
COMP02748,CUST64278,2024-03-27,Billing,Call,The plan offers great value for money.,Positive,0.45
COMP02749,CUST57377,2024-09-06,Coverage,Call,Network is very poor in my area.,Negative,-1.0
COMP02750,CUST77490,2024-09-06,Speed,Call,Customer service never responds properly.,Negative,-0.52
COMP02751,CUST71855,2024-03-25,Billing,Web,Calls keep dropping frequently.,Negative,-0.61
COMP02752,CUST95349,2025-01-23,Billing,App,Network works fine but could be better.,Neutral,-0.12
COMP02753,CUST95855,2025-07-14,Coverage,Email,The plan offers great value for money.,Positive,0.77
COMP02754,CUST29256,2024-01-13,Activation,App,Calls keep dropping frequently.,Negative,-0.43
COMP02755,CUST24869,2024-02-25,Network,Email,Activation took some time.,Neutral,0.2
COMP02756,CUST86610,2024-04-26,Coverage,Email,Internet speed is very good and stable.,Positive,0.9
COMP02757,CUST16379,2024-02-12,Customer Service,App,Customer service never responds properly.,Negative,-0.88
COMP02758,CUST54571,2024-08-01,Network,Call,Customer support resolved my issue quickly.,Positive,0.97
COMP02759,CUST63876,2025-07-24,Speed,Email,Network is very poor in my area.,Negative,-0.39
COMP02760,CUST56835,2024-10-31,Plans,Twitter,Service is neither good nor bad.,Neutral,-0.02
COMP02761,CUST44045,2024-10-28,Activation,App,Activation took some time.,Neutral,0.09
COMP02762,CUST91326,2024-05-06,Customer Service,Twitter,The network quality has improved a lot recently.,Positive,0.85
COMP02763,CUST22867,2025-02-11,Plans,Call,Customer support was average.,Neutral,0.06
COMP02764,CUST47716,2025-06-03,Portability,Web,Network works fine but could be better.,Neutral,-0.05
COMP02765,CUST93230,2024-10-09,Coverage,Call,Internet speed is acceptable.,Neutral,0.11
COMP02766,CUST22821,2024-07-07,Speed,Web,Customer support resolved my issue quickly.,Positive,0.43
COMP02767,CUST29351,2024-10-30,Plans,Web,Plan is okay compared to others.,Neutral,0.18
COMP02768,CUST99265,2024-02-03,Coverage,Call,Activation was smooth and hassle free.,Positive,0.39
COMP02769,CUST21497,2025-09-22,Plans,Web,Internet speed is extremely slow.,Negative,-0.87
COMP02770,CUST10218,2024-08-14,Portability,Email,Customer support was average.,Neutral,-0.17
COMP02771,CUST35473,2024-05-08,Customer Service,Email,I am being charged incorrectly every month.,Negative,-0.55
COMP02772,CUST89295,2024-02-12,Activation,Email,Customer service never responds properly.,Negative,-0.8
COMP02773,CUST87691,2025-07-30,Billing,Call,The network quality has improved a lot recently.,Positive,0.53
COMP02774,CUST59446,2024-06-09,Billing,App,The plan is too expensive for the service provided.,Negative,-0.68
COMP02775,CUST38990,2024-08-03,Activation,App,eSIM activation failed multiple times.,Negative,-0.39
COMP02776,CUST82718,2025-01-08,Billing,Twitter,I am satisfied with the service quality.,Positive,0.47
COMP02777,CUST27583,2024-09-24,Coverage,Email,Network works fine but could be better.,Neutral,0.01
COMP02778,CUST24202,2024-03-07,Coverage,Email,Network works fine but could be better.,Neutral,0.15
COMP02779,CUST96722,2024-05-21,Speed,Call,I am satisfied with the service quality.,Positive,0.72
COMP02780,CUST77851,2024-11-19,Plans,App,I am satisfied with the service quality.,Positive,0.47
COMP02781,CUST87747,2024-12-13,Portability,App,Customer service never responds properly.,Negative,-0.65
COMP02782,CUST31177,2024-01-16,Speed,Call,Activation was smooth and hassle free.,Positive,0.73
COMP02783,CUST48826,2025-06-30,Activation,Web,Customer support was average.,Neutral,0.17
COMP02784,CUST34357,2024-08-09,Plans,Email,Customer service never responds properly.,Negative,-0.85
COMP02785,CUST13192,2024-01-05,Network,App,Internet speed is extremely slow.,Negative,-0.81
COMP02786,CUST21020,2024-12-29,Portability,Web,Activation took some time.,Neutral,0.08
COMP02787,CUST65160,2025-01-25,Speed,Twitter,Network is very poor in my area.,Negative,-0.88
COMP02788,CUST27561,2025-09-26,Plans,Twitter,Customer support was average.,Neutral,-0.15
COMP02789,CUST61651,2025-08-14,Billing,Call,"Billing is okay, nothing special.",Neutral,0.02
COMP02790,CUST60582,2024-08-07,Plans,Email,The network quality has improved a lot recently.,Positive,0.6
COMP02791,CUST88229,2024-05-26,Activation,Email,Customer service never responds properly.,Negative,-0.39
COMP02792,CUST52581,2024-07-19,Plans,Email,Network is very poor in my area.,Negative,-0.93
COMP02793,CUST88190,2024-10-20,Activation,Call,Internet speed is acceptable.,Neutral,0.15
COMP02794,CUST50391,2025-02-10,Coverage,Twitter,Service is neither good nor bad.,Neutral,0.12
COMP02795,CUST44980,2025-05-27,Speed,Twitter,Network is very poor in my area.,Negative,-0.49
COMP02796,CUST26505,2025-03-22,Plans,Web,eSIM activation failed multiple times.,Negative,-0.52
COMP02797,CUST52185,2024-10-13,Activation,Email,Billing was clear and transparent this month.,Positive,0.58
COMP02798,CUST15889,2024-04-30,Speed,Call,Billing was clear and transparent this month.,Positive,0.96
COMP02799,CUST50504,2024-04-08,Plans,Web,Customer support was average.,Neutral,0.06
COMP02800,CUST95538,2025-07-11,Coverage,Web,Customer support was average.,Neutral,0.08
COMP02801,CUST32771,2025-09-16,Portability,Twitter,The network quality has improved a lot recently.,Positive,0.76
COMP02802,CUST65708,2025-08-30,Coverage,Email,Customer service never responds properly.,Negative,-0.56
COMP02803,CUST20386,2024-10-25,Network,App,Customer support was average.,Neutral,0.07
COMP02804,CUST20183,2024-01-29,Customer Service,App,Calls keep dropping frequently.,Negative,-0.5
COMP02805,CUST18444,2024-02-13,Customer Service,Twitter,The plan offers great value for money.,Positive,0.88
COMP02806,CUST18087,2025-07-15,Speed,Web,Network works fine but could be better.,Neutral,-0.06
COMP02807,CUST13342,2025-09-29,Customer Service,Twitter,Plan is okay compared to others.,Neutral,0.08
COMP02808,CUST66707,2024-03-23,Billing,Call,Activation was smooth and hassle free.,Positive,0.92
COMP02809,CUST70272,2024-11-06,Speed,App,I am satisfied with the service quality.,Positive,0.73
COMP02810,CUST76213,2025-03-28,Portability,Web,Billing was clear and transparent this month.,Positive,0.32
COMP02811,CUST74761,2024-03-12,Customer Service,App,eSIM activation failed multiple times.,Negative,-0.91
COMP02812,CUST79828,2025-08-02,Portability,Web,Plan is okay compared to others.,Neutral,-0.02
COMP02813,CUST93879,2024-12-10,Speed,Twitter,Customer support resolved my issue quickly.,Positive,0.97
COMP02814,CUST76638,2025-04-11,Speed,App,Customer support resolved my issue quickly.,Positive,0.75
COMP02815,CUST67069,2025-07-30,Speed,Twitter,Billing was clear and transparent this month.,Positive,0.49
COMP02816,CUST85869,2024-10-30,Activation,Call,Customer support resolved my issue quickly.,Positive,0.68
COMP02817,CUST56729,2024-12-10,Activation,Call,Service is neither good nor bad.,Neutral,-0.17
COMP02818,CUST46815,2024-04-13,Activation,Email,The plan is too expensive for the service provided.,Negative,-0.54
COMP02819,CUST44021,2025-07-03,Network,Twitter,Customer support resolved my issue quickly.,Positive,0.48
COMP02820,CUST38632,2025-08-08,Speed,Twitter,Calls keep dropping frequently.,Negative,-0.36
COMP02821,CUST75635,2025-02-14,Plans,Call,Internet speed is extremely slow.,Negative,-0.69
COMP02822,CUST79409,2024-06-15,Portability,Email,Customer support resolved my issue quickly.,Positive,0.64
COMP02823,CUST28653,2025-08-31,Coverage,Twitter,Activation took some time.,Neutral,-0.02
COMP02824,CUST96691,2024-03-03,Coverage,Email,Network is very poor in my area.,Negative,-0.75
COMP02825,CUST89560,2024-08-26,Plans,App,Customer support resolved my issue quickly.,Positive,0.43
COMP02826,CUST85704,2024-06-09,Plans,Twitter,Internet speed is acceptable.,Neutral,-0.1
COMP02827,CUST38170,2024-10-21,Speed,Email,Customer service never responds properly.,Negative,-0.98
COMP02828,CUST89266,2025-09-07,Customer Service,Email,I am being charged incorrectly every month.,Negative,-0.43
COMP02829,CUST77955,2025-08-17,Coverage,Web,The plan is too expensive for the service provided.,Negative,-0.4
COMP02830,CUST32490,2024-07-18,Network,App,Customer support was average.,Neutral,-0.07
COMP02831,CUST53336,2025-09-13,Network,Twitter,Activation was smooth and hassle free.,Positive,0.43
COMP02832,CUST43833,2025-02-19,Speed,Email,Customer support resolved my issue quickly.,Positive,0.31
COMP02833,CUST15859,2024-06-19,Portability,Twitter,Network is very poor in my area.,Negative,-0.32
COMP02834,CUST93633,2025-05-30,Portability,Web,The plan offers great value for money.,Positive,0.9
COMP02835,CUST86277,2025-05-10,Customer Service,Email,Internet speed is extremely slow.,Negative,-0.66
COMP02836,CUST85155,2024-12-10,Billing,Web,Internet speed is acceptable.,Neutral,0.04
COMP02837,CUST23351,2024-04-28,Plans,Call,I am satisfied with the service quality.,Positive,0.47
COMP02838,CUST60598,2024-03-18,Speed,Web,Internet speed is extremely slow.,Negative,-0.73
COMP02839,CUST64809,2025-07-23,Billing,Twitter,Service is neither good nor bad.,Neutral,0.14
COMP02840,CUST45854,2024-03-11,Billing,App,Plan is okay compared to others.,Neutral,0.16
COMP02841,CUST97705,2025-06-22,Portability,Email,The plan is too expensive for the service provided.,Negative,-0.61
COMP02842,CUST42436,2024-06-22,Speed,App,Activation took some time.,Neutral,-0.16
COMP02843,CUST16727,2024-10-13,Network,Email,I am satisfied with the service quality.,Positive,0.63
COMP02844,CUST16255,2024-10-15,Activation,Web,Customer service never responds properly.,Negative,-0.33
COMP02845,CUST90865,2025-05-23,Speed,Web,The network quality has improved a lot recently.,Positive,0.61
COMP02846,CUST29583,2025-07-01,Billing,Twitter,Billing was clear and transparent this month.,Positive,0.59
COMP02847,CUST17230,2024-08-18,Coverage,Twitter,"Billing is okay, nothing special.",Neutral,-0.08
COMP02848,CUST92209,2025-03-26,Speed,Call,Internet speed is very good and stable.,Positive,0.62
COMP02849,CUST72435,2024-11-08,Speed,Web,Network is very poor in my area.,Negative,-0.79
COMP02850,CUST75227,2024-10-15,Plans,App,The plan is too expensive for the service provided.,Negative,-0.94
COMP02851,CUST13354,2024-02-10,Portability,Email,The network quality has improved a lot recently.,Positive,0.53
COMP02852,CUST13740,2024-07-13,Customer Service,Web,The network quality has improved a lot recently.,Positive,0.87
COMP02853,CUST15134,2024-01-02,Network,Call,eSIM activation failed multiple times.,Negative,-0.62
COMP02854,CUST22592,2025-02-26,Coverage,Call,Customer support resolved my issue quickly.,Positive,0.63
COMP02855,CUST24891,2024-03-30,Plans,Twitter,eSIM activation failed multiple times.,Negative,-0.6
COMP02856,CUST89044,2025-01-31,Network,Twitter,Internet speed is extremely slow.,Negative,-0.73
COMP02857,CUST99559,2025-04-23,Network,Call,The plan is too expensive for the service provided.,Negative,-0.36
COMP02858,CUST54668,2024-09-08,Activation,Twitter,I am satisfied with the service quality.,Positive,0.35
COMP02859,CUST16317,2024-01-14,Customer Service,Web,Internet speed is very good and stable.,Positive,0.48
COMP02860,CUST15949,2025-02-03,Customer Service,Call,Network works fine but could be better.,Neutral,-0.06
COMP02861,CUST77847,2024-08-18,Speed,Twitter,eSIM activation failed multiple times.,Negative,-0.72
COMP02862,CUST68733,2024-12-11,Speed,Twitter,Internet speed is very good and stable.,Positive,0.79
COMP02863,CUST27274,2025-06-25,Portability,App,The plan offers great value for money.,Positive,0.79
COMP02864,CUST37250,2024-08-22,Billing,Web,eSIM activation failed multiple times.,Negative,-0.87
COMP02865,CUST43047,2025-03-19,Portability,App,Calls keep dropping frequently.,Negative,-0.66
COMP02866,CUST94362,2025-04-30,Portability,App,Activation took some time.,Neutral,0.17
COMP02867,CUST20562,2025-08-19,Coverage,App,The network quality has improved a lot recently.,Positive,0.4
